"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-09","4.92",",,W",,,"0.00",",,W,2400",,,"72",",,W","53",",,W","  130",",,W","  150",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-10","5.82",",,W",,,"0.00",",,W,2400",,,"66",",,W","49",",,W","   40",",,W","   40",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-11","11.63",",,W",,,"0.00",",,W,2400",,,"73",",,W","46",",,W","  270",",,W","  290",",,W","31.1",",,W","38.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-12","10.51",",,W",,,"0.00",",,W,2400",,,"72",",,W","42",",,W","  280",",,W","  310",",,W","25.9",",,W","36.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-13","6.93",",,W",,,"0.00",",,W,2400",,,"71",",,W","42",",,W","  260",",,W","  250",",,W","21.0",",,W","25.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-14","5.82",",,W",,,"0.00",",,W,2400",,,"72",",,W","42",",,W","  320",",,W","  320",",,W","21.0",",,W","27.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-15","6.71",",,W",,,"0.00",",,W,2400",,,"69",",,W","49",",,W","  130",",,W","  130",",,W","16.1",",,W","19.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-16","9.62",",,W",,,"0.00",",,W,2400",,,"64",",,W","51",",,W","  270",",,W","  260",",,W","23.9",",,W","32.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-17","5.82",",,W",,,"0.00",",,W,2400",,,"65",",,W","49",",,W","  240",",,W","  270",",,W","14.1",",,W","18.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-18","4.92",",,W",,,"0.00",",,W,2400",,,"67",",,W","48",",,W","  140",",,W","  150",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-19","11.41",",,W",,,"0.00",",,W,2400",,,"81",",,W","56",",,W","  250",",,W","  240",",,W","29.1",",,W","36.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-20","8.05",",,W",,,"0.00",",,W,2400",,,"65",",,W","48",",,W","  260",",,W","  260",",,W","18.1",",,W","23.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-21","5.14",",,W",,,"0.25",",,W,2400",,,"66",",,W","44",",,W","  260",",,W","  260",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-22","12.53",",,W",,,"0.00",",,W,2400",,,"67",",,W","50",",,W","  260",",,W","  260",",,W","25.9",",,W","34.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-23","7.83",",,W",,,"0.00",",,W,2400",,,"72",",,W","50",",,W","   10",",,W","   30",",,W","21.0",",,W","25.9",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-24","5.14",",,W",,,"0.00",",,W,2400",,,"81",",,W","47",",,W","  250",",,W","  250",",,W","15.0",",,W","18.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-25","4.92",",,W",,,"0.00",",,W,2400",,,"83",",,W","48",",,W","  250",",,W","  240",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-26","5.82",",,W",,,"0.00",",,W,2400",,,"66",",,W","50",",,W","  160",",,W","  200",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-27","6.49",",,W",,,"0.00",",,W,2400",,,"67",",,W","48",",,W","   60",",,W","   50",",,W","14.1",",,W","18.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-28","5.82",",,W",,,"0.00",",,W,2400",,,"68",",,W","43",",,W","  340",",,W","  230",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-29","4.47",",,W",,,"0.00",",,W,2400",,,"67",",,W","45",",,W","  140",",,W","  240",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-04-30","4.70",",,W",,,"0.00",",,W,2400",,,"72",",,W","46",",,W","  340",",,W","  330",",,W","25.9",",,W","33.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-01","5.82",",,W",,,"0.00",",,W,2400",,,"68",",,W","49",",,W","  130",",,W","  140",",,W","14.1",",,W","16.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-02","5.59",",,W",,,"0.00",",,W,2400",,,"66",",,W","49",",,W","  250",",,W","   80",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-03","5.82",",,W",,,"0.00",",,W,2400",,,"68",",,W","51",",,W","  270",",,W","  240",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-04","4.92",",,W",,,"0.00",",,W,2400",,,"70",",,W","48",",,W","  260",",,W","  260",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-05","5.82",",,W",,,"0.00",",,W,2400",,,"63",",,W","50",",,W","  240",",,W","  240",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-06","4.92",",,W",,,"0.00",",,W,2400",,,"67",",,W","49",",,W","  150",",,W","  150",",,W","14.1",",,W","17.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-07","4.47",",,W",,,"0.00",",,W,2400",,,"77",",,W","51",",,W","  340",",,W","  330",",,W","19.9",",,W","29.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-08","12.30",",,W",,,"0.00",",,W,2400",,,"77",",,W","49",",,W","  270",",,W","  270",",,W","29.1",",,W","38.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-09","12.53",",,W",,,"0.00",",,W,2400",,,"70",",,W","47",",,W","  260",",,W","  260",",,W","30.0",",,W","36.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-10","8.95",",,W",,,"0.00",",,W,2400",,,"72",",,W","43",",,W","  240",",,W","  250",",,W","29.1",",,W","36.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-11","11.63",",,W",,,"0.00",",,W,2400",,,"72",",,W","50",",,W","  250",",,W","  250",",,W","28.0",",,W","38.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-12","7.16",",,W",,,"0.00",",,W,2400",,,"75",",,W","49",",,W","   20",",,W","  270",",,W","19.9",",,W","25.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-13","4.25",",,W",,,"0.00",",,W,2400",,,"82",",,W","47",",,W","   40",",,W","   40",",,W","17.0",",,W","23.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-14","4.03",",,W",,,"0.00",",,W,2400",,,"82",",,W","50",",,W","  240",",,W","  240",",,W","10.1",",,W","14.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-15","6.04",",,W",,,"0.00",",,W,2400",,,"76",",,W","55",",,W","  130",",,W","  200",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-16","6.93",",,W",,,"0.00",",,W,2400",,,"69",",,W","52",",,W","  130",",,W","  150",",,W","16.1",",,W","19.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-17","6.49",",,W",,,"0.00",",,W,2400",,,"64",",,W","48",",,W","  130",",,W","  130",",,W","15.0",",,W","19.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-18","5.59",",,W",,,"0.00",",,W,2400",,,"68",",,W","51",",,W","  220",",,W","  180",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-19","4.70",",,W",,,"0.00",",,W,2400",,,"65",",,W","55",",,W","  110",",,W","  110",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-20","4.70",",,W",,,"0.02",",,W,2400",,,"65",",,W","55",",,W","  260",",,W","  230",",,W","10.1",",,W","13.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-21","6.04",",,W",,,"0.00",",,W,2400",,,"71",",,W","49",",,W","  250",",,W","  240",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-22","6.26",",,W",,,"0.00",",,W,2400",,,"65",",,W","53",",,W","  220",",,W","  230",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-23","4.92",",,W",,,"0.00",",,W,2400",,,"65",",,W","53",",,W","  200",",,W","  200",",,W","12.1",",,W","19.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-24","5.82",",,W",,,"0.00",",,W,2400",,,"66",",,W","56",",,W","  250",",,W","  240",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-25","5.59",",,W",,,"0.00",",,W,2400",,,"68",",,W","56",",,W","  110",",,W","  170",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-26","4.70",",,W",,,"0.00","T,,W,2400",,,"63",",,W","59",",,W","  270",",,W","  260",",,W","10.1",",,W","13.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-27","5.37",",,W",,,"0.01",",,W,2400",,,"68",",,W","53",",,W","  250",",,W","  260",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-28","6.49",",,W",,,"0.00",",,W,2400",,,"69",",,W","50",",,W","  360",",,W","  360",",,W","16.1",",,W","19.9",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-29","10.29",",,W",,,"0.00",",,W,2400",,,"81",",,W","55",",,W","  340",",,W","  330",",,W","25.9",",,W","35.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-05-30","9.17",",,W",,,"0.00",",,W,2400",,,"82",",,W","58",",,W","   60",",,W","  320",",,W","21.0",",,W","28.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-01","5.82",",,W",,,"0.00",",,W,2400",,,"73",",,W","52",",,W","  260",",,W","  270",",,W","14.1",",,W","17.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-02","7.16",",,W",,,"0.00",",,W,2400",,,"70",",,W","57",",,W","  240",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-03","5.14",",,W",,,"0.00",",,W,2400",,,"68",",,W","56",",,W","   90",",,W","   90",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-04","6.26",",,W",,,"0.00",",,W,2400",,,"68",",,W","54",",,W","  250",",,W","  240",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-05","6.71",",,W",,,"0.00",",,W,2400",,,"87",",,W","53",",,W","  290",",,W","  310",",,W","21.0",",,W","30.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-06","6.93",",,W",,,"0.00",",,W,2400",,,"72",",,W","60",",,W","  140",",,W","  130",",,W","15.0",",,W","18.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-07","5.59",",,W",,,"0.00",",,W,2400",,,"69",",,W","53",",,W","  130",",,W","  130",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-08","5.82",",,W",,,"0.00",",,W,2400",,,"69",",,W","56",",,W","   90",",,W","   80",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-09","6.49",",,W",,,"0.00",",,W,2400",,,"71",",,W","61",",,W","   90",",,W","   80",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-10","5.37",",,W",,,"0.00",",,W,2400",,,"70",",,W","59",",,W","  260",",,W","  270",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-11","5.59",",,W",,,"0.00",",,W,2400",,,"70",",,W","58",",,W","  260",",,W","  270",",,W","13.0",",,W","15.0",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-12","5.37",",,W",,,"0.00",",,W,2400",,,"67",",,W","58",",,W","  240",",,W","  240",",,W","13.0",",,W","17.0",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-13","7.38",",,W",,,"0.00",",,W,2400",,,"79",",,W","59",",,W","  350",",,W","  350",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-14","6.71",",,W",,,"0.00",",,W,2400",,,"76",",,W","59",",,W","   10",",,W","  350",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-15","6.49",",,W",,,"0.00",",,W,2400",,,"75",",,W","54",",,W","   90",",,W","   80",",,W","16.1",",,W","21.0",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-16","6.04",",,W",,,"0.00",",,W,2400",,,"72",",,W","62",",,W","   70",",,W","   60",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-17","7.83",",,W",,,"0.00",",,W,2400",,,"79",",,W","54",",,W","  240",",,W","  240",",,W","21.0",",,W","25.1",",,W",,,,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-18","5.82",",,W",,,"0.00",",,W,2400",,,"78",",,W","48",",,W","  320",",,W","  320",",,W","18.1",",,W","23.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-19","8.05",",,W",,,"0.00",",,W,2400",,,"88",",,W","52",",,W","   30",",,W","  250",",,W","21.9",",,W","28.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-20","6.04",",,W",,,"0.00",",,W,2400",,,"82",",,W","58",",,W","  240",",,W","  240",",,W","14.1",",,W","18.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-21","8.95",",,W",,,"0.00",",,W,2400",,,"78",",,W","56",",,W","  130",",,W","  140",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-22","6.93",",,W",,,"0.00",",,W,2400",,,"71",",,W","55",",,W","  260",",,W","  240",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-23","5.82",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","  260",",,W","  240",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-24","8.28",",,W",,,"0.00",",,W,2400",,,"69",",,W","58",",,W","  250",",,W","  260",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-25","6.93",",,W",,,"0.00",",,W,2400",,,"70",",,W","58",",,W","  250",",,W","  260",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-26","6.71",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","   80",",,W","  240",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-27","4.25",",,W",,,"0.00",",,W,2400",,,"74",",,W","57",",,W","  220",",,W","  210",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-28","4.92",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","  220",",,W","  190",",,W","8.9",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-29","5.37",",,W",,,"0.00",",,W,2400",,,"73",",,W","59",",,W","  260",",,W","  250",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-06-30","6.71",",,W",,,"0.00",",,W,2400",,,"74",",,W","61",",,W","  250",",,W","  240",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-01","6.04",",,W",,,"0.00",",,W,2400",,,"73",",,W","58",",,W","  240",",,W","  240",",,W","12.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-02","5.82",",,W",,,"0.00",",,W,2400",,,"76",",,W","55",",,W","  240",",,W","  120",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-03","6.93",",,W",,,"0.00",",,W,2400",,,"78",",,W","52",",,W","  160",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-04","4.70",",,W",,,"0.00",",,W,2400",,,"72",",,W","54",",,W","  140",",,W","  240",",,W","12.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-05","6.26",",,W",,,"0.00",",,W,2400",,,"74",",,W","57",",,W","  130",",,W","  130",",,W","14.1",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-06","5.37",",,W",,,"0.00",",,W,2400",,,"75",",,W","58",",,W","  250",",,W","  130",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-07","6.71",",,W",,,"0.00",",,W,2400",,,"76",",,W","60",",,W","  240",",,W","  240",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-08","6.93",",,W",,,"0.00",",,W,2400",,,"71",",,W","59",",,W","  260",",,W","  240",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-09","5.59",",,W",,,"0.00",",,W,2400",,,"70",",,W","59",",,W","  210",",,W","  220",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-10","4.47",",,W",,,"0.00",",,W,2400",,,"76",",,W","57",",,W","  240",",,W","  250",",,W","12.1",",,W","15.0",",,W",,,,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-11","7.16",",,W",,,"0.00",",,W,2400",,,"68",",,W","58",",,W","  250",",,W","  250",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-12","6.93",",,W",,,"0.00",",,W,2400",,,"69",",,W","57",",,W","  260",",,W","  260",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-13","6.71",",,W",,,"0.00",",,W,2400",,,"69",",,W","58",",,W","  250",",,W","  240",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-14","5.59",",,W",,,"0.00",",,W,2400",,,"69",",,W","58",",,W","  240",",,W","  240",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-15","4.92",",,W",,,"0.00",",,W,2400",,,"75",",,W","58",",,W","  140",",,W","  140",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,"    1",",,W"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4241","-119.84249","2.5","2022-07-16","4.47",",,W",,,"0.00",",,W,2400",,,"74",",,W","56",",,W","  240",",,W","  250",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,
